eval,fitness,prey_base_cost,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,prey_repro_thresh,pred_repro_thresh,prey_cooldown,pred_cooldown,max_prey,max_pred,pot_scale,pot_octaves,pot_lacunarity,pot_gain,pot_contrast,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,part_flow_strength,part_flow_scale,part_flow_octaves,part_flow_evolution
93,57.152384,0.005000,0.050000,0.020000,0.002000,0.010000,0.800000,0.808132,0.776791,0.700000,15.000000,6.000000,600.000000,200.000000,8.000000,2.000000,1.500000,0.900000,6.000000,1.000000,20.000000,0.002000,5.000000,2.000000,0.300000,10.000000,1.181640,1.000000,0.005000
94,57.970135,0.005000,0.069782,0.020000,0.002000,0.010000,0.200000,0.737315,0.700000,0.700000,4.000000,14.707958,566.374227,40.000000,2.452653,7.000000,4.000000,0.836470,6.000000,1.000000,300.000000,0.002000,2.191328,0.171662,2.000000,56.192887,1.094372,2.022851,0.005000
95,58.431572,0.043764,0.050000,0.100000,0.002000,0.010000,0.200000,0.600000,0.700000,0.950000,4.000000,20.000000,200.000000,200.000000,2.070659,7.000000,1.500000,0.846725,6.000000,0.992954,300.000000,0.050000,1.295009,2.000000,2.000000,100.000000,0.500000,1.000000,0.100000
96,57.970135,0.005000,0.197147,0.020000,0.020000,0.010000,0.200000,0.600000,0.700000,0.700000,4.000000,6.000000,600.000000,200.000000,8.000000,2.000000,3.032369,0.900000,3.154303,1.000000,20.000000,0.002000,5.000000,2.000000,0.300000,91.760900,3.007402,1.000000,0.005000
97,57.653463,0.048544,0.086690,0.020000,0.002000,0.026162,0.767548,0.600000,0.700000,0.950000,8.277345,11.451502,600.000000,200.000000,8.000000,7.000000,4.000000,0.300000,1.500000,1.000000,300.000000,0.050000,0.500000,0.100000,0.632266,10.000000,5.000000,4.000000,0.088831
98,57.146801,0.007023,0.158138,0.020000,0.015543,0.044595,0.656102,0.626321,0.700000,0.700000,4.000000,19.349278,600.000000,82.879214,2.000000,2.000000,1.796155,0.300000,1.500000,0.669687,300.000000,0.002000,5.000000,0.100000,0.300000,24.854101,5.000000,1.000000,0.073537
99,57.686477,0.013963,0.050000,0.096316,0.002000,0.010000,0.800000,0.600000,0.700000,0.850985,15.000000,20.000000,600.000000,55.440329,8.000000,3.846865,4.000000,0.552849,6.000000,1.000000,20.000000,0.048574,0.500000,0.100000,0.300000,100.000000,0.558342,1.000000,0.100000
100,57.152384,0.050000,0.165390,0.099310,0.002000,0.010000,0.800000,0.887124,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000,8.000000,3.314488,4.000000,0.300000,6.000000,1.000000,138.646080,0.002000,5.000000,0.916783,1.199237,100.000000,0.500000,1.000000,0.100000
101,57.686477,0.021848,0.089021,0.100000,0.002000,0.010000,0.800000,1.000000,0.700000,0.812232,4.000000,13.666288,295.317009,40.000000,5.452685,7.000000,4.000000,0.900000,1.500000,1.000000,131.468054,0.002000,3.330617,0.355587,0.592517,10.000000,3.511745,1.480281,0.100000
102,58.098629,0.005000,0.088365,0.035925,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,6.116781,20.000000,200.000000,61.351651,2.000000,7.000000,2.321778,0.571050,6.000000,0.000000,300.000000,0.050000,5.000000,0.695269,1.696539,100.000000,5.000000,1.000000,0.086205
103,57.154543,0.005000,0.182879,0.030341,0.020000,0.040586,0.800000,0.810577,0.700000,0.700000,11.696658,20.000000,261.477231,40.000000,2.000000,7.000000,3.551124,0.331335,4.653161,0.840031,300.000000,0.050000,5.000000,2.000000,2.000000,10.000000,3.219691,1.000000,0.100000
104,57.152384,0.005000,0.250000,0.091988,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,12.027673,16.459516,600.000000,153.040329,2.000000,7.000000,1.589066,0.690581,6.000000,1.000000,300.000000,0.002341,5.000000,2.000000,0.300000,39.557471,1.020716,4.000000,0.023895
105,57.947586,0.005000,0.234748,0.020000,0.018688,0.010000,0.343117,0.600000,0.700000,0.700000,4.000000,6.000000,200.000000,40.000000,6.576761,5.526570,2.502229,0.900000,3.230677,1.000000,20.000000,0.004704,4.530937,1.684087,1.003368,29.823856,0.500000,1.522094,0.077325
106,57.146801,0.045583,0.250000,0.100000,0.020000,0.010000,0.597140,0.769254,0.700000,0.764721,4.720349,20.000000,600.000000,200.000000,7.109536,2.939555,1.500000,0.900000,6.000000,0.151393,300.000000,0.002000,0.500000,1.036718,0.953282,10.000000,0.500000,1.243477,0.056304
107,57.154543,0.005000,0.250000,0.100000,0.020000,0.010000,0.800000,0.853194,0.700000,0.700000,4.000000,6.000000,200.000000,40.000000,3.753400,5.688619,3.155728,0.900000,6.000000,0.455018,20.000000,0.002000,0.500000,2.000000,2.000000,100.000000,4.214926,1.000000,0.100000
108,60.297645,0.049200,0.207404,0.021241,0.002000,0.080000,0.800000,1.000000,0.950000,0.782642,4.000000,17.082154,600.000000,200.000000,2.000000,3.438748,4.000000,0.300000,6.000000,1.000000,300.000000,0.037043,0.500000,1.348555,0.300000,10.000000,0.500000,1.000000,0.100000
109,57.970135,0.005000,0.250000,0.040170,0.004976,0.010000,0.200000,0.600000,0.700000,0.700000,4.000000,20.000000,257.684363,40.000000,8.000000,2.000000,1.500000,0.900000,1.876045,1.000000,20.000000,0.033818,5.000000,2.000000,0.300000,100.000000,4.556561,4.000000,0.005000
110,57.146801,0.005000,0.250000,0.048166,0.020000,0.010000,0.546694,0.817634,0.700000,0.700000,4.000000,6.538853,200.000000,200.000000,4.200214,2.000000,4.000000,0.900000,6.000000,0.000000,300.000000,0.008337,0.813328,0.100000,2.000000,88.034008,3.197287,4.000000,0.005000
111,57.152384,0.005000,0.195122,0.052967,0.020000,0.080000,0.800000,1.000000,0.700000,0.700000,4.000000,20.000000,241.335170,200.000000,2.000000,7.000000,2.598348,0.592177,6.000000,1.000000,20.000000,0.024888,0.500000,2.000000,2.000000,10.000000,3.711426,1.773728,0.005000
112,57.152384,0.047245,0.050000,0.020000,0.015436,0.024470,0.800000,0.600000,0.700000,0.700000,13.027286,6.000000,200.000000,158.376956,2.000000,2.000000,4.000000,0.900000,6.000000,1.000000,20.000000,0.002000,0.500000,0.116938,2.000000,100.000000,0.500000,1.000000,0.005000
113,57.152384,0.005000,0.134202,0.020000,0.006590,0.010000,0.800000,0.600000,0.700000,0.700000,10.439503,14.056482,548.710537,151.193801,2.000000,7.000000,4.000000,0.471622,6.000000,1.000000,300.000000,0.002000,5.000000,2.000000,0.300000,10.000000,0.500000,3.550373,0.029916
114,57.653463,0.005648,0.050000,0.020000,0.002000,0.057130,0.661055,1.000000,0.700000,0.819982,4.000000,6.000000,600.000000,159.859029,8.000000,7.000000,4.000000,0.300000,6.000000,1.000000,267.633890,0.002000,5.000000,0.100000,0.300000,26.774104,0.500000,1.061190,0.100000
115,58.447404,0.047953,0.250000,0.029362,0.018336,0.010000,0.200000,0.600000,0.700000,0.950000,15.000000,9.406311,600.000000,40.000000,5.161376,2.000000,4.000000,0.900000,6.000000,0.889769,119.522601,0.002000,5.000000,1.431926,0.300000,100.000000,0.500000,4.000000,0.005000
116,57.686477,0.050000,0.250000,0.044005,0.020000,0.010000,0.800000,0.874783,0.700000,0.935657,7.627621,10.286071,266.120982,200.000000,2.000000,2.000000,4.000000,0.737978,6.000000,1.000000,20.000000,0.002000,5.000000,1.599656,0.300000,10.000000,0.500000,1.000000,0.005000
117,57.970135,0.005000,0.250000,0.020000,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,4.000000,6.000000,600.000000,73.152094,2.000000,2.000000,3.874558,0.900000,6.000000,1.000000,300.000000,0.002000,5.000000,0.100000,1.516780,10.000000,0.500000,1.000000,0.039982
118,57.970135,0.034662,0.050000,0.100000,0.002000,0.080000,0.200000,0.600000,0.700000,0.700000,15.000000,11.044961,220.701144,200.000000,8.000000,5.345217,4.000000,0.661583,5.920278,1.000000,214.044753,0.002000,5.000000,2.000000,2.000000,100.000000,0.500000,1.000000,0.068822
119,58.431962,0.007553,0.050000,0.089941,0.005988,0.010000,0.200000,0.600000,0.700000,0.921434,4.000000,17.258843,600.000000,112.349916,2.000000,7.000000,2.432605,0.300000,1.500000,1.000000,20.000000,0.002000,5.000000,2.000000,2.000000,37.351625,5.000000,4.000000,0.005000
120,57.145362,0.033711,0.050000,0.100000,0.002000,0.022402,0.494986,1.000000,0.700000,0.700000,15.000000,6.000000,600.000000,200.000000,2.000000,4.403582,3.184245,0.300000,6.000000,1.000000,41.603916,0.041727,5.000000,0.158440,1.018619,54.666311,0.500000,1.000000,0.100000
121,57.970135,0.050000,0.050000,0.020000,0.008636,0.010000,0.200000,0.879116,0.700000,0.700000,7.050900,20.000000,562.091311,40.000000,8.000000,7.000000,2.715424,0.300000,6.000000,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,26.906680,5.000000,1.000000,0.005000
122,57.646927,0.014557,0.250000,0.100000,0.020000,0.010000,0.444522,0.912118,0.718338,0.846420,4.000000,7.864994,600.000000,171.797031,8.000000,7.000000,2.327312,0.300000,1.500000,0.607605,20.000000,0.002000,3.267406,2.000000,0.300000,10.000000,5.000000,1.000000,0.076392
123,57.970135,0.005000,0.050000,0.070826,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,4.000000,20.000000,583.916585,144.409557,2.471878,7.000000,4.000000,0.900000,5.150693,1.000000,113.117044,0.025307,0.939967,0.100000,0.300000,100.000000,0.500000,1.000000,0.100000
124,57.974594,0.018235,0.250000,0.100000,0.008968,0.010000,0.200000,0.985384,0.700000,0.700000,4.000000,20.000000,200.000000,53.602698,2.000000,7.000000,4.000000,0.518479,5.603327,0.569250,101.869877,0.002000,1.112690,0.685117,2.000000,10.000000,0.500000,1.000000,0.100000
125,58.345157,0.005000,0.219954,0.020000,0.020000,0.010000,0.232035,0.600000,0.700000,0.945941,15.000000,20.000000,200.000000,99.479056,8.000000,7.000000,4.000000,0.900000,6.000000,0.363401,145.805728,0.034178,0.500000,0.100000,2.000000,65.951375,3.738530,4.000000,0.087088
126,57.513655,0.046860,0.135636,0.100000,0.002000,0.010000,0.424435,1.000000,0.700000,0.740484,13.543000,6.000000,258.292194,138.194467,2.000000,5.420190,4.000000,0.838836,2.268964,0.000000,300.000000,0.002000,5.000000,0.100000,1.469991,100.000000,0.500000,4.000000,0.071315
127,60.911501,0.021382,0.050000,0.020000,0.020000,0.056120,0.800000,0.600000,0.851981,0.824099,4.000000,20.000000,200.000000,184.024472,2.000000,6.599800,3.515161,0.715871,1.500000,1.000000,20.000000,0.017017,2.197677,1.337179,1.243338,100.000000,0.500000,1.000000,0.100000
128,57.152384,0.005332,0.050000,0.100000,0.020000,0.014451,0.800000,0.903012,0.747325,0.700000,9.104123,20.000000,200.000000,64.479976,2.000000,7.000000,4.000000,0.613847,2.084224,1.000000,300.000000,0.029854,2.274985,2.000000,1.546773,100.000000,5.000000,4.000000,0.100000
129,57.146801,0.040122,0.050000,0.076872,0.006174,0.080000,0.465323,0.613978,0.700000,0.700000,4.000000,20.000000,200.000000,40.000000,8.000000,4.499433,1.500000,0.900000,6.000000,0.000000,20.000000,0.002000,3.651658,0.214615,2.000000,61.583868,0.500000,1.057890,0.100000
130,60.911501,0.005000,0.208641,0.020000,0.013872,0.010000,0.800000,1.000000,0.950000,0.950000,4.000000,11.956581,600.000000,40.000000,2.000000,4.225637,2.953625,0.672015,1.500000,1.000000,249.714003,0.002000,0.912718,1.150587,1.859477,100.000000,0.500000,1.000000,0.005000
131,57.154543,0.005000,0.250000,0.100000,0.020000,0.010000,0.800000,0.600000,0.766693,0.700000,13.214948,13.205701,600.000000,40.000000,7.880881,7.000000,3.654566,0.896390,3.286033,0.608806,151.946558,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.005000
132,57.146801,0.023461,0.050000,0.065179,0.020000,0.010000,0.638769,0.600000,0.700000,0.700000,15.000000,20.000000,216.151190,200.000000,3.708703,3.730103,3.400893,0.604681,6.000000,0.818209,20.000000,0.049236,0.500000,1.717435,1.421188,10.000000,4.105600,4.000000,0.005000
133,57.152384,0.050000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,4.000000,20.000000,200.000000,182.132529,2.000000,3.104537,4.000000,0.300000,6.000000,1.000000,119.557487,0.005347,0.500000,1.581211,0.300000,26.209029,0.887969,1.445311,0.100000
134,57.146801,0.005000,0.050000,0.020000,0.020000,0.010000,0.571928,0.877888,0.700000,0.700000,6.984863,20.000000,200.000000,154.876720,5.506179,2.000000,1.500000,0.671186,6.000000,0.834168,300.000000,0.002000,1.023683,2.000000,2.000000,100.000000,5.000000,1.000000,0.100000
135,57.686477,0.050000,0.057729,0.020000,0.008760,0.048458,0.800000,1.000000,0.774820,0.921902,4.000000,7.347487,582.535240,124.740497,3.090497,4.510743,1.500000,0.573711,1.500000,1.000000,20.000000,0.011923,2.566581,1.428430,0.300000,10.000000,2.345160,1.000000,0.089732
136,60.525171,0.005000,0.207920,0.042250,0.019098,0.010000,0.503469,0.720853,0.950000,0.700000,12.069551,20.000000,200.000000,176.564883,3.449212,5.273548,4.000000,0.300000,1.500000,1.000000,20.000000,0.002000,2.558549,2.000000,1.110524,100.000000,0.500000,1.000000,0.100000
137,58.343148,0.005000,0.050000,0.080469,0.020000,0.010000,0.338719,1.000000,0.700000,0.842555,4.000000,11.745152,200.000000,145.604790,8.000000,2.000000,3.424868,0.720805,6.000000,0.440593,20.000000,0.012537,1.674689,0.100000,0.706895,10.000000,0.500000,1.806013,0.055200
138,58.501257,0.039867,0.250000,0.020000,0.002000,0.012341,0.200000,1.000000,0.700000,0.807681,4.000000,20.000000,200.000000,70.038911,2.000000,2.000000,1.500000,0.900000,1.500000,0.052616,300.000000,0.026498,0.500000,0.100000,2.000000,10.000000,0.500000,2.065279,0.005000
139,57.152384,0.005000,0.133111,0.020000,0.005703,0.010000,0.800000,0.720900,0.700000,0.711310,15.000000,20.000000,271.162309,40.000000,4.214947,2.000000,3.531553,0.900000,6.000000,1.000000,300.000000,0.045025,5.000000,2.000000,2.000000,97.800639,0.500000,4.000000,0.100000
140,57.145362,0.050000,0.250000,0.020000,0.002000,0.010000,0.730480,0.600000,0.700000,0.700000,15.000000,19.559791,200.000000,200.000000,8.000000,2.184659,1.500000,0.493893,6.000000,1.000000,20.000000,0.021775,0.500000,0.925471,0.300000,100.000000,0.500000,1.000000,0.005000
141,57.152384,0.005000,0.050000,0.100000,0.008775,0.010000,0.800000,0.600000,0.700000,0.759048,5.463385,20.000000,600.000000,133.044129,8.000000,2.000000,4.000000,0.836722,6.000000,1.000000,20.000000,0.015647,5.000000,0.100000,0.300000,10.000000,3.294077,4.000000,0.005000
142,57.145362,0.005000,0.141054,0.020000,0.020000,0.062677,0.727882,1.000000,0.700000,0.700000,12.261511,20.000000,365.438540,160.434789,7.183169,7.000000,2.568375,0.883476,3.199518,1.000000,300.000000,0.002000,3.318473,2.000000,1.532784,10.000000,0.500000,4.000000,0.100000
143,58.431962,0.023445,0.050000,0.026344,0.002000,0.080000,0.200000,0.984302,0.700000,0.812050,4.000000,20.000000,600.000000,200.000000,3.122118,2.000000,4.000000,0.900000,6.000000,1.000000,55.851663,0.028123,5.000000,0.839990,1.698213,10.000000,1.036612,1.000000,0.005000
144,57.646927,0.033113,0.050000,0.077040,0.002000,0.043602,0.733555,1.000000,0.700000,0.950000,15.000000,10.538326,227.158709,40.000000,2.000000,2.000000,4.000000,0.300000,3.407283,0.000000,85.340335,0.002000,5.000000,1.312914,0.300000,100.000000,5.000000,4.000000,0.069196
145,57.152384,0.005000,0.250000,0.071635,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,4.000000,20.000000,600.000000,200.000000,8.000000,2.418407,4.000000,0.900000,2.369557,1.000000,20.000000,0.002000,3.397830,1.310409,2.000000,10.165306,0.500000,1.000000,0.009369
146,57.154543,0.005000,0.250000,0.095864,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,6.993518,20.000000,362.645928,137.725903,8.000000,3.467341,4.000000,0.539143,4.756017,0.000000,20.000000,0.002000,4.959227,0.100000,1.620761,90.837052,0.500000,4.000000,0.081716
147,57.513655,0.005000,0.250000,0.080033,0.020000,0.010000,0.415324,1.000000,0.700000,0.700000,4.000000,20.000000,538.419678,149.256272,4.874467,2.000000,1.500000,0.900000,6.000000,0.000000,300.000000,0.014662,5.000000,1.339732,0.300000,23.383576,5.000000,1.000000,0.008651
148,57.646927,0.005000,0.071034,0.096504,0.020000,0.010000,0.790769,0.680245,0.700000,0.875056,15.000000,20.000000,600.000000,72.025613,2.000000,5.137535,4.000000,0.424683,2.414388,0.000000,20.000000,0.050000,0.500000,0.537506,0.625351,91.383287,5.000000,1.000000,0.064337
149,57.686477,0.008994,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.950000,4.000000,20.000000,202.838506,40.000000,2.000000,2.000000,4.000000,0.515102,3.951029,1.000000,20.000000,0.002000,0.667578,2.000000,2.000000,10.000000,0.500000,2.698934,0.009726
150,57.154543,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,8.471702,20.000000,200.000000,200.000000,2.000000,2.000000,2.409337,0.458087,6.000000,0.378390,20.000000,0.050000,0.500000,2.000000,2.000000,100.000000,3.496540,4.000000,0.005000
151,57.152384,0.050000,0.050000,0.020000,0.015293,0.060814,0.800000,0.819067,0.700000,0.715972,4.000000,6.000000,600.000000,200.000000,7.666353,2.000000,3.557224,0.645540,2.958764,1.000000,45.688268,0.050000,0.500000,2.000000,0.300000,49.919734,0.500000,4.000000,0.021144
152,57.154543,0.050000,0.175951,0.083007,0.020000,0.010000,0.800000,0.983093,0.700000,0.700000,9.403708,20.000000,403.884161,40.000000,6.288178,2.000000,4.000000,0.819187,6.000000,0.431679,300.000000,0.002000,5.000000,1.224146,2.000000,100.000000,0.500000,1.000000,0.100000
153,57.145362,0.005000,0.246220,0.100000,0.020000,0.050930,0.684872,0.603972,0.700000,0.707078,15.000000,6.000000,600.000000,200.000000,2.000000,5.897539,1.500000,0.300000,4.862570,1.000000,20.000000,0.002000,4.650462,1.937596,2.000000,100.000000,0.500000,2.509628,0.081394
154,57.154543,0.005000,0.115951,0.100000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,4.000000,20.000000,200.000000,40.000000,8.000000,2.000000,4.000000,0.300000,4.709681,0.000000,300.000000,0.050000,4.113712,2.000000,0.300000,27.907108,4.574903,1.000000,0.005000
155,57.154543,0.050000,0.250000,0.100000,0.020000,0.010000,0.800000,0.957165,0.700000,0.700000,4.000000,20.000000,224.620162,200.000000,2.000000,2.000000,1.500000,0.900000,6.000000,0.366917,20.000000,0.002000,1.774907,1.927137,0.930426,10.000000,1.204815,1.771424,0.074531
156,57.970135,0.050000,0.250000,0.020000,0.020000,0.010000,0.200000,0.600000,0.700000,0.700000,10.567789,20.000000,305.442897,200.000000,2.000000,2.000000,4.000000,0.900000,6.000000,1.000000,27.950445,0.002000,4.738313,0.624198,0.628520,39.635782,5.000000,2.543623,0.086505
157,57.146801,0.023152,0.250000,0.100000,0.020000,0.038660,0.470834,0.955861,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000,8.000000,2.000000,4.000000,0.300000,1.500000,0.643551,300.000000,0.017763,2.720939,1.859722,0.300000,32.206462,0.500000,1.943054,0.064159
158,57.146801,0.005000,0.157514,0.100000,0.005375,0.010000,0.477384,0.893765,0.700000,0.723537,4.000000,14.353198,474.820034,200.000000,2.000000,7.000000,2.082934,0.900000,4.015907,0.000000,300.000000,0.023618,1.925242,0.473789,2.000000,31.118384,0.500000,2.540544,0.100000
159,57.152384,0.005000,0.050000,0.029637,0.010705,0.010000,0.800000,0.799709,0.700000,0.775324,9.734231,20.000000,474.308300,200.000000,3.350032,2.000000,1.500000,0.722179,6.000000,1.000000,300.000000,0.039472,0.500000,0.100000,0.321432,10.000000,4.851172,1.000000,0.005000
160,57.152384,0.050000,0.050000,0.021734,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,8.000000,7.000000,4.000000,0.394529,6.000000,1.000000,90.489887,0.014683,0.500000,0.100000,0.513675,19.631291,0.500000,2.803986,0.100000
161,57.146801,0.050000,0.250000,0.100000,0.020000,0.010000,0.662074,1.000000,0.700000,0.700000,4.000000,20.000000,200.000000,200.000000,5.188302,2.000000,4.000000,0.900000,6.000000,0.060024,300.000000,0.050000,5.000000,2.000000,2.000000,10.000000,5.000000,3.838389,0.100000
162,57.624408,0.005000,0.250000,0.100000,0.020000,0.032867,0.373358,0.839777,0.700000,0.700000,4.000000,20.000000,327.382590,126.993127,4.494862,6.360911,4.000000,0.590491,6.000000,1.000000,300.000000,0.039572,1.170437,2.000000,0.459724,69.915513,0.500000,1.000000,0.087334
163,57.154543,0.005000,0.106004,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,6.802515,20.000000,202.932056,40.000000,3.092474,2.000000,4.000000,0.681024,6.000000,0.082704,300.000000,0.002000,3.667784,1.361115,2.000000,10.000000,5.000000,2.101138,0.100000
164,57.145362,0.050000,0.250000,0.100000,0.002000,0.010000,0.783460,0.822543,0.700000,0.700000,4.000000,20.000000,200.000000,40.000000,8.000000,7.000000,1.500000,0.838285,6.000000,1.000000,281.195418,0.002000,4.092010,0.100000,0.300000,100.000000,0.500000,1.000000,0.100000
